64	118	1
64	686	5
64	1543	1
64	1620	1
64	1838	1
64	2152	1
64	2340	1
64	2344	1
64	2501	1
64	2765	1
64	2785	1
64	3390	1
64	4020	1
64	4136	1
64	5327	1
64	5388	2
64	5568	1
64	6368	1
64	6377	2
64	6637	1
64	6676	3
64	6720	1
64	6909	1
64	7006	1
64	7094	1
64	7344	1
64	7455	1
64	9902	1
64	10602	2
64	10912	1
64	10943	2
64	11138	2
64	11695	1
64	11979	1
64	12167	1
82	577	2
82	1116	1
82	3553	1
82	11138	1
82	11829	1
97	557	1
97	779	2
97	806	1
97	1605	1
97	1893	1
97	2038	1
97	2152	1
97	2189	2
97	2199	1
97	3088	1
97	3441	1
97	3574	16
97	3851	1
97	4253	29
97	4458	1
97	5568	1
97	5874	1
97	6113	1
97	6333	1
97	6340	1
97	6666	1
97	6676	4
97	6720	1
97	7235	6
97	7455	2
97	8324	1
97	8589	2
97	8872	1
97	9012	1
97	9135	1
97	9186	1
97	9345	1
97	9544	1
97	9590	1
97	10294	1
97	10316	1
97	10669	1
97	10785	1
97	11154	1
97	11592	2
97	11865	1
97	11931	1
97	12106	1
97	12144	1
118	615	1
118	686	8
118	2340	1
118	2963	5
118	3934	5
118	5388	1
118	6229	2
118	6377	1
118	6909	1
118	6973	1
118	7161	1
118	7222	1
118	7807	1
118	8007	1
118	8712	1
118	9186	1
118	10123	1
118	10420	1
118	11695	1
118	11931	2
164	263	2
164	894	1
164	2244	1
164	2455	1
164	2765	1
164	3504	1
164	3716	1
164	5388	2
164	6229	1
164	8678	1
164	9609	1
164	10785	1
207	686	2
207	1823	1
207	4020	1
207	5388	1
207	6676	2
207	7227	1
207	7914	1
207	8324	1
207	9943	1
207	10709	1
207	11138	1
207	12178	1
263	557	2
263	915	11
263	1248	1
263	1273	1
263	1299	1
263	1748	1
263	2152	3
263	2189	2
263	2455	1
263	2501	1
263	2765	2
263	3774	1
263	3790	1
263	4136	1
263	4176	1
263	4253	1
263	4478	1
263	4494	2
263	4581	1
263	4659	1
263	4671	1
263	4825	1
263	5079	1
263	5239	1
263	5251	1
263	5388	6
263	5719	1
263	5841	2
263	6113	2
263	6340	2
263	6377	1
263	6787	1
263	6990	1
263	6996	1
263	7011	10
263	7094	1
263	7108	1
263	7222	1
263	7225	1
263	7235	1
263	7277	3
263	7344	2
263	7365	1
263	7557	1
263	7559	3
263	8007	2
263	8081	1
263	8224	1
263	8441	1
263	8653	1
263	8678	3
263	8872	4
263	9186	1
263	9343	1
263	9544	1
263	10298	1
263	10499	2
263	10599	1
263	10634	2
263	10878	1
263	10943	2
263	11138	1
263	11328	1
263	11415	11
263	11829	1
263	11931	2
263	11972	1
263	11974	1
263	12113	1
271	2785	1
271	4143	1
271	5388	2
271	5568	1
271	7094	4
321	561	2
321	1097	1
321	1248	3
321	1378	1
321	1418	1
321	2152	2
321	3296	1
321	3331	1
321	3342	5
321	3716	1
321	4311	2
321	4825	40
321	5079	1
321	5388	3
321	5664	3
321	5963	1
321	6113	1
321	6165	1
321	6996	1
321	7235	1
321	7508	1
321	8428	1
321	8678	3
321	8827	3
321	8911	2
321	8935	3
321	9071	1
321	9077	1
321	9135	1
321	9760	1
321	9775	1
321	10016	3
321	10100	1
321	10330	1
321	10841	4
321	11094	1
321	12106	1
321	12175	1
434	672	1
434	1605	2
434	2199	1
434	3796	1
434	3851	1
434	4253	3
434	4825	1
434	5729	1
434	6631	2
434	8589	2
434	8935	1
434	10016	7
434	10669	2
434	10912	1
474	557	3
474	4825	2
474	5079	1
474	9090	1
474	11760	1
485	655	1
485	3390	3
485	5356	1
485	6113	1
485	6990	2
485	7344	3
485	7559	2
485	8224	1
485	9135	1
485	10123	1
485	11947	1
485	11995	1
492	615	1
492	894	2
492	1235	1
492	1893	1
492	2082	2
492	2152	3
492	3267	3
492	3342	1
492	3441	18
492	3759	1
492	3901	1
492	4099	1
492	4208	2
492	4825	2
492	4967	1
492	5084	1
492	5088	2
492	6229	3
492	6271	1
492	6631	1
492	6676	1
492	8324	1
492	8893	1
492	8911	1
492	8927	1
492	9186	1
492	9544	1
492	10100	2
492	10316	1
492	10420	1
492	10599	2
492	10601	1
492	10785	3
492	10806	1
492	10841	1
492	11695	1
492	11813	1
492	11976	1
492	12113	1
492	12178	1
492	12206	1
506	8915	1
506	10943	1
506	12315	1
507	1097	1
507	2991	1
507	3851	1
507	6676	2
507	7235	1
507	7344	1
507	7559	1
507	8224	1
507	8324	1
507	11931	1
507	11997	1
507	12175	1
516	2016	1
516	6142	1
516	7094	4
516	8700	1
516	9728	2
516	11418	3
516	11853	1
516	11976	1
516	12206	1
532	1037	1
532	1605	1
532	3342	1
532	3441	2
532	3467	1
532	3851	1
532	4825	1
532	4967	1
532	5239	1
532	5388	1
532	5583	1
532	5640	1
532	6359	1
532	6631	4
532	6676	2
532	7030	1
532	8324	1
532	8780	2
532	10016	1
532	10602	1
532	11976	1
532	12206	3
532	12340	2
548	557	3
548	2344	1
548	8529	2
548	8838	1
548	11865	1
557	561	6
557	577	3
557	655	1
557	672	1
557	686	1
557	721	15
557	779	2
557	806	1
557	1106	1
557	1248	5
557	1257	8
557	1262	1
557	1378	1
557	1470	1
557	1605	2
557	1620	1
557	1968	14
557	1973	1
557	2038	1
557	2051	1
557	2084	8
557	2090	1
557	2152	4
557	2199	2
557	2256	1
557	2344	13
557	2350	5
557	2455	1
557	2497	1
557	2731	1
557	2957	1
557	2991	1
557	3088	1
557	3175	7
557	3296	1
557	3331	3
557	3376	1
557	3441	3
557	3530	3
557	3574	1
557	3790	1
557	3930	3
557	3932	4
557	3996	3
557	4091	4
557	4271	1
557	4311	2
557	4458	1
557	4825	23
557	4956	1
557	5026	2
557	5079	24
557	5251	1
557	5388	11
557	5664	2
557	5841	1
557	5874	1
557	6113	2
557	6229	4
557	6333	2
557	6340	2
557	6368	2
557	6377	4
557	6676	3
557	6720	1
557	6801	2
557	6802	4
557	7227	3
557	7235	1
557	7455	1
557	7901	1
557	8080	1
557	8224	3
557	8303	1
557	8398	1
557	8529	27
557	8568	1
557	8653	1
557	8678	13
557	8712	1
557	8780	3
557	8838	2
557	8869	2
557	8947	1
557	9090	1
557	9135	4
557	9186	1
557	9208	1
557	9354	2
557	9609	1
557	9760	2
557	9875	5
557	10296	2
557	10511	8
557	10785	1
557	11138	2
557	11299	1
557	11310	1
557	11316	2
557	11354	5
557	11364	4
557	11366	2
557	11378	2
557	11599	1
557	11760	2
557	11853	1
557	11865	34
557	11890	2
557	11907	6
557	11960	1
557	12082	2
557	12167	1
557	12174	1
561	1248	1
561	2344	2
561	4091	1
561	4825	2
561	5079	4
561	5388	1
561	6229	1
561	9775	1
561	10841	1
561	12082	1
577	615	1
577	797	2
577	1037	2
577	1378	1
577	1605	21
577	1830	3
577	1893	2
577	1968	2
577	1973	1
577	2199	2
577	2455	9
577	2562	1
577	2733	1
577	3022	1
577	3093	4
577	3175	1
577	3376	2
577	3441	4
577	3558	1
577	3574	3
577	3683	2
577	3796	6
577	3834	4
577	3851	7
577	3996	1
577	4253	3
577	4345	1
577	4619	1
577	4825	1
577	4852	1
577	4951	1
577	4967	4
577	4968	1
577	5239	3
577	5388	2
577	5568	2
577	5664	1
577	5729	1
577	5780	2
577	5933	2
577	5967	1
577	5970	1
577	5993	1
577	6333	2
577	6340	3
577	6368	1
577	6519	3
577	6676	3
577	6720	3
577	6787	1
577	7030	2
577	7094	1
577	7235	4
577	7277	2
577	7455	1
577	8152	2
577	8169	1
577	8212	2
577	8317	1
577	8441	3
577	8589	6
577	8678	2
577	8872	1
577	9012	1
577	9186	3
577	9274	4
577	9343	2
577	9354	1
577	9728	1
577	9875	3
577	10298	2
577	10461	1
577	10599	2
577	10620	1
577	10709	1
577	10785	2
577	10809	1
577	11138	8
577	11199	2
577	11241	1
577	11299	3
577	11599	2
577	11829	1
577	11890	2
577	11931	1
577	12100	1
577	12106	1
577	12125	1
615	686	13
615	1382	1
615	2082	2
615	2340	1
615	3205	1
615	4253	1
615	4967	1
615	5088	4
615	5356	1
615	5780	1
615	6113	1
615	6631	2
615	6676	2
615	6909	4
615	7235	1
615	8324	1
615	8653	1
615	8678	1
615	9135	1
615	10296	1
615	10602	1
615	11138	1
615	11328	1
615	11695	3
615	11954	1
615	11960	1
615	12315	1
645	3471	1
645	4099	2
645	4208	2
645	4336	2
645	6869	1
645	11599	1
655	2107	1
655	4825	1
655	6990	1
655	7559	1
655	8224	1
655	8678	1
662	1332	1
662	2314	2
662	2455	2
662	10752	2
662	10806	7
672	1037	3
672	1733	1
672	1838	1
672	2592	1
672	2991	1
672	3175	1
672	4474	1
672	4825	1
672	6359	1
672	7094	5
672	7189	1
672	7302	1
672	7455	2
672	8462	10
672	8712	1
672	8780	2
672	9544	4
672	9728	2
672	10016	1
672	10499	1
672	10912	1
672	11942	1
672	12119	1
672	12144	1
672	12206	5
672	12343	4
686	1088	1
686	1382	2
686	1543	1
686	1605	2
686	1620	1
686	1676	1
686	1823	3
686	1922	1
686	2152	6
686	2340	4
686	2344	1
686	2428	17
686	2501	15
686	2592	2
686	2765	5
